acceptability,sentence,domain
1,The trolley rumbled through the tunnel.,IN
0,To Louis was sent a book.,IN
1,Tess was knocking at the door.,IN
1,The butcher cuts the meat.,IN
1,Bill rolled out of the room.,IN
1,I said this.,IN
1,The Labrador ate all the food which we left on the kitchen table.,IN
1,The concert started when the bell rang.,IN
1,Brian was wiping.,IN
0,"Mary won't have been eating cake, but John.",IN
0,He's fool.,IN
1,You better not drink.,IN
1,The rabbit vanished into thin air.,IN
1,Peter thinks that Cathy loves him.,IN
1,That kind of behavior annoys me.,IN
1,Smith was annealing.,IN
1,John seems to be honest.,IN
0,Bill will put a picture of she on your desk before tomorrow.,IN
1,Rory may be eating the muffins.,IN
1,I want Jean to dance.,IN
1,How much care do you think he would be taking of his patients under those circumstances?,IN
0,We proclaimed sincerely John to be a hero.,IN
0,Few writers and any playwrights meet in Vienna.,IN
0,Who would you prefer for to win the race?,IN
1,Brenda and Molly agreed.,IN
1,John scratched his arm and the boy who knew Mary scratched her arm.,IN
1,the cat seems to be out of the bag.,IN
1,The convict escaped from the police.,IN
1,There was a snake behind the car the time bomb was sitting in.,IN
1,He used to go there very often.,IN
0,That John coughs loves Bill.,IN
0,I prefer.,IN
1,I was born in 1970.,IN
1,All special rights of voting in the election were abolished.,IN
1,Mag Wildwood came to introduce the bartender but I came not to.,IN
1,Maxwell isn't the doctor that his father was.,IN
1,Willy is taller than Bill by as much as Joe is taller than the Dan.,IN
1,We consider the men all fools.,IN
1,Heidi thinks that pictures of herself are beautiful.,IN
1,Jeff must not have eaten the deep fried muffin.,IN
1,"Max offered help to the victims, but they refused his offer.",IN
1,Louis was forgiven.,IN
0,Margaret has had already left.,IN
0,It is Ireland that he is going.,IN
1,Nora pushed the chair against the wall.,IN
1,"Him, they let him go yesterday.",IN
1,Terry touched Bill on the shoulder.,IN
1,Tom seems eager to catch a cold.,IN
1,The truck spread the salt.,IN
1,Lydia pocketed the change.,IN
0,"Yes, she will use.",IN
1,He offers more than we had hoped for.,IN
1,"Sandy must, too.",IN
1,Jill met Sarah.,IN
0,Tom tends for Mary to avoid confrontations.,IN
1,Won't John go to school?,IN
1,Willy is taller than Bill by as much as everybody seems to expect me to admit to having publicly proclaimed that I believed.,IN
0,The roof is leaked.,IN
1,"I noticed his car in the driveway last night, your friend from Boston.",IN
1,"Sally might have eaten cabbage, but Holly shouldn't.",IN
1,Robert knows that it is essential.,IN
0,Paul yawned on Mary.,IN
1,We found out that very lucrative jobs were in jeopardy.,IN
0,Mickey pointed that Gary had left out.,IN
1,"Suddenly, there appeared two ships on the horizon.",IN
1,I don't know whether to agree with him or not.,IN
1,Catherine did not eat.,IN
1,Did Frank buy the piano for Jane?,IN
1,Some of the fruit be going bad.,IN
1,They wonder.,IN
1,I have as many marbles too many as you.,IN
1,I bled him.,IN
1,Did Harry leave?,IN
0,She is as brilliant the woman as her mother.,IN
1,Loren was relied on by Pavarotti and Hepburn by Bond.,IN
1,"The contractor will build a house for $ 100,000.",IN
1,"Scientists found that the birds sang well in the evenings, but performed badly in the mornings.",IN
1,Tessa sprained her ankle.,IN
1,Who loves who?,IN
0,They can door.,IN
1,Julie felt he was there,IN
0,Door frames hit easily.,IN
1,The person whom they intended to speak with agreed to reimburse us.,IN
1,Susan whispered for me to come.,IN
1,For the girl to put a picture there is what I prefer.,IN
1,Sally eats the stuff more.,IN
1,This arch supports the weight of the tower.,IN
1,The lasagna tasted delicious.,IN
1,"When John eats more, keep your mouth shut tighter, OK?",IN
1,Webster touched a sword after Henry had done so.,IN
0,She tried to do go.,IN
1,Where are you living?,IN
1,We are discussing their claim that flying saucers are real.,IN
1,He's the happiest that I believe that he's ever been.,IN
1,He blew out the candle.,IN
1,I saw John with a telescope.,IN
1,David ate mangoes and Raffi should too.,IN
1,Nobody told them anything.,IN
1,Cynthia lunched.,IN
1,There is any book you could imagine in this library.,IN
1,Dorothy needs new shoes.,IN
1,"The more people that arrive, the louder that it gets.",IN
1,"They said that Tom would pay up, and pay up I believe that he did.",IN
0,The stone carved.,IN
1,Most helpful advice is unwanted.,IN
1,She made so much better a reply.,IN
0,Susan hopes her to sleep.,IN
1,He fed the children.,IN
0,Seven more came in after ten soldiers had left.,IN
1,I want to kiss pigs,IN
1,Thunder frightens the dog.,IN
1,Tom locked Fido in the garage.,IN
1,Why can't the man who usually cuts the grass do so today?,IN
0,Jake sent the box at Carson.,IN
1,I detached that new handle.,IN
1,John knew that there would be a picture of himself hanging in the post.,IN
1,The therapist analysed Lucy,IN
1,Anne met with Cathy.,IN
1,The big boy was kissed by the drooling dog.,IN
0,In price soared oil.,IN
0,When I read them and enjoyed them was not until I was perhaps twenty-five.,IN
1,Lilly should buy salmon and Mary should buy salmon too.,IN
1,It is tough to play sonatas on this violin.,IN
0,In the box put John the book.,IN
0,Because in came Aunt Norris Fanny stopped talking.,IN
1,I think you need to show yourself more than you do anyone else.,IN
0,The experts attributed Raphael this picture.,IN
0,She thought it was easy for everyone would fit into the car.,IN
1,"While José won't talk about Mag, he might about Holly.",IN
1,Jennifer shook her finger at the naughty child.,IN
0,The men would all not have been working.,IN
0,The city destroyed.,IN
1,We need more intelligent leaders.,IN
0,Stephen persuaded the cat to be out of the bag.,IN
1,Which pictures of himself did Chris see in the gallery?,IN
1,The hat of the man standing over there impressed me greatly.,IN
0,Nathan showed to Benjamin it.,IN
0,We love they.,IN
0,We believed there to try to leave the country.,IN
1,The metal was hammered flat.,IN
1,Would you mind taking out the garbage?,IN
0,The glass cut Rachel in the toe.,IN
1,John not leave.,IN
0,Who did Plato listen to DP Demosthenes' oration about?,IN
1,John could not visit Sally.,IN
1,I owe it to you that the jury acquitted me.,IN
0,Some girl who saw anything was happy.,IN
1,He treats John very.,IN
1,The electrode emitted ions into the medium.,IN
1,Carol cut her thumb.,IN
0,Accountant was sitting at her desk.,IN
0,You give every senator enough opportunity and he will succumb to corruption.,IN
1,They like their books.,IN
1,All who come will have a good time.,IN
1,"The dumplings which Sasha is gobbling down faster than I can reheat the meatballs are extremely tasty, if I do say so.",IN
1,We called up every man whose father and whose mother had played on the team.,IN
1,The horse jumped over the fence.,IN
1,Robert thinks that student should eat asparagus.,IN
0,I only eat fish drunk raw.,IN
1,The cats ate the spider.,IN
1,I am removing the shovel from the shed.,IN
1,"The contestant who won the first prize, who is the judge's brother-in-law, sang dreadfully.",IN
1,I saw more of the man than you did.,IN
1,Mary plays the violin beautifully.,IN
1,Every man who said he would buy some salmon did.,IN
0,"We called my father, who had just turned 60, up.",IN
0,He does be leaving.,IN
1,Which granny does Aunt Hattie want me to be nice and kiss?,IN
0,The fish boned.,IN
0,It is reluctant that Jean left.,IN
0,I am not certain about if he will come.,IN
1,Briana showed Justin himself.,IN
0,John perfectly shot the ball.,IN
1,John may leave.,IN
1,Ellen complained about the situation.,IN
1,The off center spinning flywheel shook itself loose.,IN
1,Bill squeezed himself through the hole.,IN
1,The drooling dog kissed the big boy.,IN
1,"Mary will believe Susan, and you will Bob.",IN
1,They can run.,IN
0,The painting stole from the museum.,IN
1,Have you always hated peanut butter?,IN
0,He figured out it.,IN
1,To finish this work on time is almost unexpected.,IN
1,John's plan to go abroad is nice.,IN
1,There are seven pine trees behind that barn.,IN
1,Calvin will be eating.,IN
0,Josh gave Clay carefully a book.,IN
1,Heidi investigated if John ate the cauliflower.,IN
0,Any pilot on duty today must be flying this plane.,IN
1,Eloise wants you to study a new language. assume to = T.,IN
1,John had carefully studied Russian.,IN
1,It came to John that it was so.,IN
1,He made a statement everyone thought was interesting and important.,IN
1,Willy is taller than Bill by 7 millimeters.,IN
1,Jason intended for him to learn magic.,IN
0,The song sang.,IN
1,They would have been walking for hours.,IN
1,She hit herself with a hammer.,IN
0,She hit the ball.,IN
1,A ball kicked the man.,IN
1,Advantage will be taken of his offer.,IN
1,I presented a solution to the problem yesterday.,IN
1,Which ode did which poet write?,IN
1,Calvin has a peanut.,IN
0,I am having eaten seaweed.,IN
0,Linda winked her nose.,IN
1,I am afraid of tigers.,IN
1,The belief that syntactic theory reveals the inner structure of sentences emboldened the already much too cocky professor.,IN
1,One of the people was dying of thirst.,IN
1,John has forgotten which player his son shouted at.,IN
1,Was the child found?,IN
1,Ronald scoffs at the belief that he would run if nominated.,IN
1,Do not use these words in the beginning of a sentence.,IN
1,To please John would be difficult.,IN
1,The yolk and the white separated.,IN
0,My nephew could write letters the postcards to his parents.,IN
1,John has been driving the car.,IN
1,What you should do is order one first.,IN
1,David constructed the house.,IN
1,I detest taking a bath.,IN
1,Julie and Jenny arrived first,IN
1,Henry cleared the table of dishes.,IN
1,That Angus hates sushi is mysterious.,IN
1,Italy borders France.,IN
1,A review of this article came out yesterday.,IN
1,Although Mr D'Arcy disliked Mrs Bennet he married Elizabeth.,IN
1,Jane visits Emma.,IN
1,You and I are as much alike as a horse and a cow.,IN
0,Her has kissed her.,IN
1,Paula swatted the fly with a cloth.,IN
0,Peter is some happy pigs which can fly.,IN
1,The car has been driven.,IN
1,"While Truman didn't tell me a story, he did Rusty.",IN
1,They pushed through the crowd.,IN
0,Jason killed.,IN
1,The only relatives who I'd like to do away with are my aunts.,IN
1,John made Kim a great doll.,IN
1,Bill went to London on Monday.,IN
1,John convinced Bill to cook the rice.,IN
1,The red volume of obscene verse from Italy shocked the puritan soul of the minister with the beard quite thoroughly yesterday.,IN
1,The butler polished the silver.,IN
1,The cottage which Mrs Dashwood accepted was rather small.,IN
0,Speaking not English is a disadvantage.,IN
1,A review copy of the book was sent to her by the publisher.,IN
1,Which girl did he give my binoculars to?,IN
1,Whose book did you find?,IN
0,"Every student in Mary's class, whoever they were, happened to vote Republican.",IN
0,He seems intelligent to study medicine.,IN
0,Would each the men have been working?,IN
1,We told Tom that he should consult an accountant.,IN
1,Who do you think it is that Mary met?,IN
1,. I figured it out that she was lying.,IN
1,In the summer we always go to France.,IN
1,The sun dried the clothes.,IN
1,It was obvious that Plato loved Aster obvious.,IN
1,I separated the egg yolk and the egg white.,IN
0,The house constructed.,IN
1,Someone tried to leave the town.,IN
0,Am not I going?,IN
1,The color red seems to be his favorite color.,IN
0,"The dumplings which Sasha is gobbling down faster than I can reheat are extremely tasty, if I do say so.",IN
1,I thought of the moon,IN
0,"You eat the more, the more you want.",IN
1,John did not write books.,IN
1,Two students speak each language.,IN
0,A bicycle lent.,IN
1,I cut the soft bread.,IN
1,I shaved.,IN
1,Sally went to the party with Andrew.,IN
1,"The Red Sox beat, and the Giants were beaten by, different teams.",IN
1,We just finished the final exam the result of which we can find out next week.,IN
1,That John will leave is likely.,IN
1,I run on the beach.,IN
1,only the student left.,IN
1,Philippa cried her eyes dry.,IN
1,The puppy licked the kitten's face.,IN
1,Bill had an accident.,IN
1,Who all did you meet when you were in Derry?,IN
1,Stephen believed it to be easy to please Kim.,IN
